"player","g","gs","mp","fg","fga","x3p","x3pa","x2p","x2pa","ft","fta","orb","drb","trb","ast","stl","blk","tov","pf","pts"
"Pete Smith",5,NA,32,2,12,0,2,2,10,0,0,3,5,8,1,NA,NA,5,5,4
"Pete Verhoeven",282,27,3220,432,856,1,4,431,852,135,196,272,369,641,152,128,67,166,622,1000
"Pete Williams",58,11,583,68,113,0,0,68,113,17,40,47,100,147,15,19,23,20,69,153
"Peter Aluma",2,0,5,1,2,0,0,1,2,0,0,1,1,2,0,1,1,2,4,2
"Peter John Ramos",6,0,20,5,10,0,0,5,10,1,2,1,3,4,0,0,1,3,4,11
"Peter Thibeaux",93,9,992,194,428,2,7,192,421,72,115,57,87,144,45,34,32,73,167,462
"Petey Rosenberg",51,NA,NA,60,287,NA,NA,60,287,30,49,NA,NA,NA,27,NA,NA,NA,64,150
"Petr Cornelie",13,0,38,5,15,1,8,4,7,3,4,7,7,14,3,1,1,4,7,14
"Pétur Guðmundsson",150,20,2060,251,508,1,2,250,506,190,252,166,397,563,153,35,96,195,400,693
"Peyton Siva",24,0,224,18,57,7,25,11,32,11,15,2,12,14,34,9,1,18,27,54
"Peyton Watson",6,0,15,3,9,0,1,3,8,0,0,2,1,3,0,0,0,0,1,6
"Phil Bond",7,NA,21,2,6,NA,NA,2,6,0,0,1,3,4,2,1,0,2,1,4
"Phil Chenier",621,NA,19966,4256,9620,NA,NA,4245,9593,1734,2158,NA,NA,2141,1831,NA,NA,NA,1198,10257
"Phil Farbman",96,NA,NA,100,326,NA,NA,100,326,110,162,NA,NA,NA,72,NA,NA,NA,172,310
"Phil Ford",559,NA,15113,2341,5005,NA,NA,2315,4877,1410,1725,179,778,957,3373,641,32,1460,1459,6118
"Phil Hankinson",31,NA,187,56,114,NA,NA,56,114,10,13,23,34,57,6,4,1,NA,21,122
"Phil Hicks",94,NA,652,100,221,NA,NA,100,221,25,31,65,95,160,56,21,0,NA,94,225
"Phil Hubbard",748,NA,17702,2998,6059,1,30,2997,6029,2074,2947,1689,2322,4011,948,639,108,1471,2365,8071
"Phil Jackson",807,NA,14201,2076,4583,NA,NA,2076,4581,1276,1734,NA,NA,3454,898,NA,NA,NA,2366,5428
"Phil Jordon",579,NA,13754,2518,6341,NA,NA,2518,6341,1173,1682,NA,NA,4003,987,NA,NA,NA,1627,6209
"Phil Lumpkin",82,NA,1162,108,255,NA,NA,108,255,56,69,17,65,82,225,35,3,NA,106,272
"Phil Martin",7,NA,47,5,19,NA,NA,5,19,2,2,NA,NA,10,6,NA,NA,NA,7,12
"Phil Pressey",171,11,2298,202,583,52,207,150,376,88,144,39,208,247,508,134,19,194,207,544
"Phil Rollins",282,NA,4249,542,1434,NA,NA,542,1434,319,483,NA,NA,610,683,NA,NA,NA,490,1403
"Phil Sellers",44,NA,329,73,190,NA,NA,73,190,52,72,19,22,41,25,22,0,NA,56,198
"Phil Smith",733,NA,21208,4347,9179,NA,NA,4323,9077,2054,2651,639,1525,2164,2868,801,192,NA,1893,10772
"Phil Walker",40,NA,384,57,161,NA,NA,57,161,64,96,21,31,52,54,14,5,62,39,178
"Phil Zevenbergen",8,0,58,15,27,0,0,15,27,0,2,4,9,13,3,3,1,4,12,30
"Phillip Wagner",12,NA,180,11,41,1,4,10,37,13,17,8,15,23,14,NA,NA,18,28,36
"Pickles Kennedy",7,NA,52,4,21,NA,NA,4,21,4,6,NA,NA,8,9,NA,NA,NA,6,12
"Pierre Jackson",8,1,84,13,39,3,11,10,28,6,7,1,8,9,19,2,0,3,5,35
"Pierre Russell",110,NA,1015,184,419,2,20,182,399,65,99,94,128,222,112,NA,NA,66,136,435
"PJ Dozier",109,6,1904,260,637,82,256,178,381,74,110,65,255,320,189,61,34,87,167,676
"Plummer Lott",67,NA,638,63,214,NA,NA,63,214,21,36,NA,NA,123,43,NA,NA,NA,74,147
"Pooh Richardson",639,483,19399,3046,6867,358,1087,2688,5780,633,971,435,1372,1807,4180,817,111,1165,1129,7083
"Pop Goodwin",79,NA,NA,134,503,NA,NA,134,503,79,102,NA,NA,NA,22,NA,NA,NA,130,347
"Popeye Jones",535,304,12579,1574,3523,25,89,1549,3434,553,736,1623,2358,3981,696,300,161,603,1501,3726
"Pops Mensah-Bonsu",103,0,912,116,292,0,4,116,288,99,162,154,174,328,20,27,28,69,145,331
"Porter Meriwether",31,NA,268,48,122,NA,NA,48,122,23,33,NA,NA,29,43,NA,NA,NA,19,119
"Precious Achiuwa",162,36,3077,497,1057,71,217,426,840,189,315,276,584,860,139,74,88,161,295,1254
"Predrag Drobnjak",278,96,5542,903,2125,66,194,837,1931,315,394,313,660,973,225,132,117,242,512,2187
"Predrag Savović",27,0,256,29,93,4,26,25,67,21,29,9,16,25,22,14,1,21,33,83
"Press Maravich",51,NA,NA,102,375,NA,NA,102,375,30,58,NA,NA,NA,6,NA,NA,NA,102,234
"Price Brookfield",61,NA,NA,187,661,NA,NA,187,661,102,138,NA,NA,NA,137,NA,NA,NA,152,476
"Priest Lauderdale",74,0,525,102,216,0,1,102,215,51,92,43,100,143,33,8,26,83,102,255
"Primož Brezec",413,232,6762,1065,2154,1,6,1064,2148,452,655,605,828,1433,191,73,144,300,832,2583
"Purvis Short",842,NA,24549,5934,12507,NA,NA,5809,12064,2614,3174,1424,2201,3625,2123,878,178,1720,2479,14607
"Quentin Grimes",87,42,2023,244,570,149,409,95,161,60,77,59,177,236,128,61,28,73,178,697
"Quentin Richardson",783,486,20785,2923,7360,1167,3288,1756,4072,1019,1420,933,2733,3666,1138,607,148,868,1529,8032
"Quincy Acy",438,61,6797,719,1625,224,628,495,997,373,499,401,1109,1510,263,177,176,270,854,2035
"Quincy Douby",170,0,1835,264,681,82,264,182,417,93,105,40,144,184,118,55,26,100,155,703
"Quincy Lewis",159,21,1853,232,584,37,111,195,473,66,93,71,139,210,96,59,36,98,335,567
"Quincy Miller",79,16,1053,116,344,36,131,80,213,56,79,45,144,189,45,37,42,59,91,324
"Quincy Pondexter",430,78,7323,759,1798,302,837,457,961,327,439,253,582,835,357,141,73,229,614,2147
"Quinn Buckner",719,NA,16245,2546,5527,NA,NA,2539,5489,830,1264,598,1371,1969,3114,1337,80,NA,2097,5929
"Quinn Cook",225,29,2997,541,1173,202,493,339,680,71,91,49,289,338,342,60,8,155,224,1355
"Quinndary Weatherspoon",42,0,272,33,73,3,16,30,57,19,23,6,26,32,24,12,4,18,41,88
"Quintin Dailey",528,140,12170,2936,6460,21,133,2915,6327,1577,2025,421,886,1307,1188,500,51,1025,1231,7470
"Quinton Ross",510,176,9020,804,1935,53,175,751,1760,294,416,284,712,996,443,276,135,228,923,1955
"Qyntel Woods",167,24,2060,281,621,35,98,246,523,94,156,107,278,385,105,71,28,138,226,691
"R.B. Lynam",7,NA,39,5,17,0,1,5,16,7,8,NA,NA,5,0,NA,NA,5,10,17
"R.J. Hampton",192,16,3539,497,1197,136,410,361,787,216,318,90,501,591,366,100,37,214,245,1346
"R.J. Hunter",45,1,395,49,132,26,88,23,44,9,11,3,43,46,19,18,4,13,39,133
"Radisav Ćurčić",20,0,166,16,41,0,0,16,41,26,36,17,32,49,12,7,2,8,30,58
"Raef LaFrentz",641,514,17000,2648,5701,582,1583,2066,4118,863,1217,1170,2832,4002,695,331,1132,605,2144,6741
"Rafael Addison",379,54,5697,920,2047,69,245,851,1802,277,359,262,518,780,339,148,83,284,671,2186
"Rafael Araújo",139,75,1585,156,385,1,4,155,381,76,112,124,271,395,41,51,16,111,300,389
"Rafer Alston",800,566,23260,2921,7657,1166,3314,1755,4343,1118,1527,293,1954,2247,3784,971,125,1430,1646,8126
"Raja Bell",779,550,22308,2908,6694,1082,2655,1826,4039,970,1206,454,1780,2234,1363,538,140,786,2021,7868
"Rajon Rondo",1109,805,32055,4324,9552,543,1647,3781,7905,1182,1947,1016,3924,4940,8491,1676,142,2943,2259,10373
"Rakeem Christmas",30,0,225,21,45,0,0,21,45,21,29,27,30,57,4,3,6,8,38,63
"Ralph Beard",126,NA,NA,749,2046,NA,NA,749,2046,508,660,NA,NA,NA,551,NA,NA,NA,228,2006
"Ralph Davis",150,NA,3202,545,1332,NA,NA,545,1332,105,155,NA,NA,248,424,NA,NA,NA,314,1195
"Ralph Drollinger",6,NA,67,7,14,0,0,7,14,1,4,5,14,19,14,1,2,13,16,15
"Ralph Hamilton",96,NA,NA,228,894,NA,NA,228,894,122,182,NA,NA,NA,166,NA,NA,NA,134,578
"Ralph Jackson",1,0,12,1,3,0,0,1,3,0,0,1,0,1,4,2,0,1,1,2
"Ralph Johnson",271,NA,NA,935,2896,NA,NA,935,2896,425,563,NA,NA,NA,740,NA,NA,NA,910,2295
"Ralph Kaplowitz",162,NA,NA,363,1356,NA,NA,363,1356,269,362,NA,NA,NA,95,NA,NA,NA,344,995
"Ralph Lewis",106,0,698,93,222,1,4,92,218,52,91,60,64,124,29,26,7,47,70,239
"Ralph O'Brien",174,NA,3093,420,1185,NA,NA,420,1185,278,333,NA,NA,262,236,NA,NA,NA,263,1118
"Ralph Ogden",32,NA,162,17,71,NA,NA,17,71,8,12,NA,NA,32,9,NA,NA,NA,17,42
"Ralph Polson",98,NA,1620,130,358,NA,NA,130,358,122,192,NA,NA,422,48,NA,NA,NA,204,382
"Ralph Sampson",504,407,15254,3223,6694,12,69,3211,6625,1330,1982,1314,3159,4473,1160,431,840,1534,1754,7788
"Ralph Siewert",42,NA,NA,12,88,NA,NA,12,88,16,30,NA,NA,NA,8,NA,NA,NA,36,40
"Ralph Simpson",838,NA,21925,5176,11657,NA,NA,5144,11489,2342,3072,1008,1861,2869,2642,NA,NA,NA,1621,12726
"Ralph Wells",3,NA,48,1,7,NA,NA,1,7,0,7,NA,NA,6,7,NA,NA,NA,6,2
"Ramón Rivas",28,0,91,12,31,0,1,12,30,16,25,9,15,24,3,4,1,9,21,40
"Ramon Sessions",930,201,21620,3145,7324,313,965,2832,6359,2818,3563,439,2000,2439,3760,608,66,1578,1234,9421
"Randell Jackson",28,8,272,46,108,1,7,45,101,21,32,30,24,54,8,3,11,26,29,114
"Randolph Childress",74,0,560,53,159,23,85,30,74,34,43,3,28,31,66,26,1,64,54,163
"Randolph Keys",321,37,4933,815,1907,54,190,761,1717,279,387,310,494,804,280,203,53,259,747,1963
"Randolph Mahaffey",400,NA,11942,1827,4143,0,18,1827,4125,1095,1591,1074,2051,3125,606,NA,NA,1120,1379,4749
"Randolph Morris",74,2,438,52,122,0,0,52,122,36,66,27,77,104,7,13,7,30,100,140
"Randy Allen",70,6,789,114,258,0,8,114,250,24,45,52,93,145,23,17,20,30,109,252
"Randy Breuer",762,340,14378,2196,4756,0,5,2196,4751,929,1471,1215,2188,3403,713,347,858,772,1660,5321
"Randy Brown",655,169,11533,1275,3055,24,120,1251,2935,574,831,326,847,1173,1420,722,156,725,1263,3148
"Randy Denton",561,NA,13763,2748,5872,NA,NA,2745,5855,894,1135,1634,3172,4806,683,NA,NA,NA,1418,6393
"Randy Foye",833,441,20921,2873,7232,1179,3267,1694,3965,1278,1503,269,1573,1842,2273,567,249,1192,1715,8203
"Randy Holcomb",4,0,11,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,2,2
"Randy Livingston",203,19,2684,304,749,34,97,270,652,131,170,74,208,282,415,121,31,223,297,773
"Randy Smith",1056,NA,32850,6949,14783,NA,NA,6929,14655,3007,3836,NA,NA,3693,4693,NA,NA,NA,2695,16925
"Randy Stoll",25,NA,403,66,138,0,0,66,138,10,25,NA,NA,91,12,NA,NA,28,42,142
"Randy White",281,66,5382,783,1951,27,140,756,1811,490,693,531,835,1366,175,209,127,372,861,2083
"Randy Wittman",607,275,12714,1953,3922,20,59,1933,3863,399,534,213,627,840,1312,280,67,473,602,4325
"Randy Woods",151,4,1093,115,338,57,187,58,151,69,101,32,61,93,257,85,4,110,166,356
"Rashad McCants",307,42,6138,1115,2632,355,982,760,1650,448,601,135,481,616,399,230,75,426,687,3033
"Rashad Vaughn",167,8,1883,184,534,97,302,87,232,22,32,21,158,179,88,58,32,54,135,487
"Rashard Lewis",1106,894,35365,5896,13061,1874,4869,4022,8192,2581,3207,1489,4234,5723,1857,1167,571,1664,2589,16247
"Rasheed Wallace",1177,1022,38633,6745,14503,1168,3476,5577,11027,2436,3374,1680,6183,7863,2150,1151,1582,1812,3449,17094
"Rasho Nesterović",811,595,17983,2570,5121,1,13,2569,5108,378,646,1513,2630,4143,836,330,934,748,2187,5519
"Rastko Cvetković",14,0,48,5,16,0,1,5,15,0,4,4,7,11,3,2,1,3,11,10
"Rasual Butler",856,268,17989,2372,5923,957,2656,1415,3267,613,823,307,1704,2011,685,296,423,552,1169,6314
"Ratko Varda",1,0,6,2,3,0,0,2,3,1,1,0,1,1,0,0,0,1,3,5
"Raül López",113,26,2135,280,652,45,130,235,522,128,150,31,163,194,428,84,5,221,278,733
"Raul Neto",420,98,6601,915,2000,256,702,659,1298,329,407,92,551,643,880,274,33,386,547,2415
"Rawle Alkins",10,1,120,13,39,3,12,10,27,8,12,11,15,26,13,1,0,8,7,37
"Rawle Marshall",63,11,602,56,149,5,21,51,128,53,74,16,44,60,23,20,12,34,39,170
"Ray Allen",1376,1224,49224,9165,20318,3174,7962,5991,12356,4714,5265,1324,4329,5653,4695,1554,258,2907,3078,26218
"Ray Blume",49,2,546,102,222,4,18,98,204,18,28,14,27,41,68,23,2,54,57,226
"Ray Corley",136,NA,NA,212,698,NA,NA,212,698,140,238,NA,NA,NA,234,NA,NA,NA,203,564
"Ray Ellefson",6,NA,NA,1,9,NA,NA,1,9,4,4,NA,NA,NA,0,NA,NA,NA,8,6
"Ray Epps",13,NA,72,10,23,NA,NA,10,23,6,8,0,5,5,2,1,0,2,7,26
"Ray Felix",684,NA,16069,2542,6196,NA,NA,2542,6196,2232,3299,NA,NA,5994,487,NA,NA,NA,2596,7316
"Ray Kuka",52,NA,NA,99,309,NA,NA,99,309,55,93,NA,NA,NA,38,NA,NA,NA,133,253
"Ray Lumpp",416,NA,NA,1362,3750,NA,NA,1362,3750,1044,1365,NA,NA,NA,980,NA,NA,NA,1144,3768
"Ray McCallum",195,52,3283,429,1062,86,254,343,808,113,157,86,267,353,428,91,34,172,219,1057
"Ray Owes",57,1,592,75,180,1,5,74,175,26,46,64,99,163,15,15,20,23,86,177
"Ray Radziszewski",1,NA,6,0,3,NA,NA,0,3,0,0,NA,NA,2,1,NA,NA,NA,1,0
"Ray Ragelis",51,NA,337,25,96,NA,NA,25,96,18,29,NA,NA,76,31,NA,NA,NA,62,68
"Ray Ramsey",2,NA,NA,0,1,NA,NA,0,1,2,2,NA,NA,NA,0,NA,NA,NA,0,2
"Ray Scott",883,NA,26155,4947,12111,NA,NA,4944,12106,2904,4009,NA,NA,8739,1941,NA,NA,NA,2520,12801
"Ray Spalding",30,6,315,52,98,0,7,52,91,8,26,32,68,100,10,18,18,21,49,112
"Ray Tolbert",423,4,4762,688,1385,0,11,688,1374,226,418,366,666,1032,228,117,169,359,693,1602
"Ray Wertis",129,NA,NA,171,804,NA,NA,171,804,118,196,NA,NA,NA,84,NA,NA,NA,177,460
"Ray Williams",702,NA,19289,4079,9100,NA,NA,3982,8697,2258,2799,849,1607,2456,3966,1259,212,2200,2289,10513
"Rayjon Tucker",44,0,371,41,79,13,34,28,45,43,56,10,37,47,31,11,1,14,28,138
"Raymond Brown",16,0,56,8,28,0,0,8,28,0,2,10,5,15,4,0,0,6,11,16
"Raymond Felton",1046,713,31566,4532,10964,1041,3142,3491,7822,1912,2416,600,2536,3136,5721,1269,218,2229,2020,12017
"Raymond Townsend",154,NA,2025,309,751,NA,NA,303,716,121,172,46,111,157,217,90,10,122,201,745
"Red Davis",3,NA,16,0,6,NA,NA,0,6,2,2,NA,NA,4,1,NA,NA,NA,2,2
"Red Dehnert",10,NA,NA,6,15,NA,NA,6,15,2,6,NA,NA,NA,0,NA,NA,NA,8,14
"Red Holzman",358,NA,NA,830,2622,NA,NA,830,2622,506,742,NA,NA,NA,721,NA,NA,NA,478,2166
"Red Kerr",905,NA,27784,4909,11751,NA,NA,4909,11751,2662,3682,NA,NA,10092,2004,NA,NA,NA,2287,12480
"Red Mihalik",7,NA,NA,3,9,NA,NA,3,9,0,0,NA,NA,NA,0,NA,NA,NA,10,6
"Red Morrison",155,NA,2216,218,550,NA,NA,218,550,119,208,NA,NA,822,135,NA,NA,NA,393,555
"Red Owens",180,NA,NA,338,1080,NA,NA,338,1080,264,430,NA,NA,NA,274,NA,NA,NA,488,940
"Red Robbins",723,NA,22149,3588,7679,73,249,3515,7430,1902,2309,2433,4523,6956,1204,NA,NA,1054,1552,9151
"Red Rocha",586,NA,NA,2276,6158,NA,NA,2276,6158,1810,2385,NA,NA,NA,1153,NA,NA,NA,2113,6362
"Red Stroud",7,NA,33,5,11,1,1,4,10,9,10,NA,NA,2,1,NA,NA,9,7,20
"Red Wallace",122,NA,NA,450,1618,NA,NA,450,1618,212,392,NA,NA,NA,116,NA,NA,NA,334,1112
"Reece Gaines",92,1,792,65,198,11,40,54,158,23,37,10,57,67,57,22,4,33,57,164
"Reggie Bullock",583,331,13467,1594,3789,950,2495,644,1294,349,421,197,1292,1489,722,337,90,348,831,4487
"Reggie Carter",135,NA,1459,178,459,0,3,178,456,115,149,65,99,164,206,58,8,116,192,471
"Reggie Evans",930,417,17864,1309,2797,1,12,1308,2785,1261,2383,2270,4331,6601,517,643,128,1040,2180,3880
"Reggie Geary",101,2,931,78,227,20,61,58,166,33,67,23,59,82,110,50,14,57,131,209
"Reggie Hanson",8,0,26,3,6,0,0,3,6,0,0,3,3,6,1,2,1,3,8,6
"Reggie Harding",230,NA,6369,927,2215,NA,NA,927,2214,321,533,NA,NA,2199,396,NA,NA,NA,635,2175
"Reggie Hearn",3,0,7,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
"Reggie Jackson",859,560,22267,4189,9877,1149,3340,3040,6537,1678,1966,460,2189,2649,3780,595,106,1653,1691,11205
"Reggie Johnson",459,NA,9424,1663,3280,2,12,1661,3268,646,891,679,1301,1980,406,187,272,597,1402,3974
"Reggie Jordan",205,2,1792,198,446,2,6,196,440,142,246,191,179,370,202,99,34,112,216,540
"Reggie King",438,NA,11345,1512,2940,0,3,1512,2937,874,1251,850,1857,2707,691,365,147,653,1005,3898
"Reggie Lacefield",8,NA,48,11,22,0,1,11,21,2,4,4,7,11,0,NA,NA,3,9,24
"Reggie Lewis",450,352,14676,3198,6550,27,135,3171,6415,1479,1794,577,1361,1938,1153,569,417,708,1268,7902
"Reggie Miller",1389,1304,47619,8241,17499,2560,6486,5681,11013,6237,7026,883,3299,4182,4141,1505,299,2409,2730,25279
"Reggie Perry",46,2,585,112,236,10,53,102,183,28,43,57,110,167,38,24,18,37,106,262
"Reggie Royals",2,NA,11,2,4,0,0,2,4,0,0,0,0,0,0,0,0,0,1,4
"Reggie Slater",278,44,3632,523,1079,0,2,523,1077,456,726,345,447,792,148,94,60,254,517,1502
"Reggie Smith",66,9,384,39,99,0,1,39,98,21,52,55,65,120,5,16,7,16,63,99
"Reggie Theus",1087,NA,36101,7319,15598,NA,NA,7074,14611,4877,5925,1232,2246,3478,6805,1256,248,3649,3179,19760
"Reggie Williams",938,491,22588,4135,9430,644,2026,3491,7404,1579,2013,1056,2250,3306,1989,1043,479,1362,2549,10493
"Renaldo Balkman",229,12,3126,374,734,12,66,362,668,150,275,280,496,776,134,168,106,135,436,910
"Renaldo Major",1,0,27,2,10,0,0,2,10,1,2,0,2,2,0,2,0,1,4,5
"Rex Chapman",688,501,20109,3829,8890,813,2330,3016,6560,1530,1921,389,1314,1703,1887,607,137,1075,1279,10001
"Rex Morgan",62,NA,416,57,152,NA,NA,57,152,58,85,NA,NA,91,39,NA,NA,NA,92,172
"Rex Walters",417,75,5447,657,1497,215,606,442,891,284,347,99,383,482,710,162,35,359,520,1813
"Rich Dumas",1,NA,5,1,5,0,0,1,5,0,0,0,1,1,0,NA,NA,1,1,2
"Rich Eichhorst",1,NA,10,1,2,NA,NA,1,2,0,0,NA,NA,1,3,NA,NA,NA,1,2
"Rich Johnson",173,NA,2158,384,824,NA,NA,384,824,129,201,NA,NA,569,77,NA,NA,NA,364,897
"Rich Jones",508,NA,16991,3153,7503,NA,NA,3022,7071,1485,1931,1120,2639,3759,1394,NA,NA,NA,1768,7922
"Rich Kelley",964,NA,20895,2525,5212,NA,NA,2525,5199,2253,2869,2203,4394,6597,2408,826,884,NA,3107,7303
"Rich King",72,2,309,44,112,0,2,44,110,47,71,30,44,74,21,5,7,28,62,135
"Rich Laurel",10,NA,57,10,31,NA,NA,10,31,4,4,6,4,10,3,3,1,4,10,24
"Rich Manning",81,4,713,113,277,4,9,109,268,27,42,48,85,133,13,11,10,31,95,257
"Rich Niemann",221,NA,3194,544,1157,NA,NA,544,1157,249,338,NA,NA,1179,174,NA,NA,NA,575,1337
"Rich Peek",51,NA,759,101,209,0,0,101,209,35,65,NA,NA,197,22,NA,NA,49,94,237
"Rich Rinaldi",84,NA,881,165,424,NA,NA,165,423,75,102,NA,NA,98,74,NA,NA,NA,75,405
"Rich Yonakor",10,0,70,14,26,0,0,14,26,5,7,13,14,27,3,1,2,2,7,33
"Richard Anderson",481,33,7352,1080,2645,196,595,884,2050,352,463,548,1173,1721,723,276,110,423,828,2708
"Richard Clark",58,NA,1137,110,372,1,18,109,354,137,203,NA,NA,140,101,NA,NA,106,148,358
"Richard Coffey",52,1,320,28,75,0,1,28,74,12,22,42,37,79,3,6,4,5,45,68
"Richard Dumas",102,47,2226,434,852,3,13,431,839,209,301,160,191,351,111,137,47,150,228,1080
"Richard Fisher",24,NA,132,36,68,0,0,36,68,2,2,28,36,64,10,NA,NA,8,18,74
"Richard Hamilton",921,783,29559,5969,13288,530,1530,5439,11758,3240,3805,794,2058,2852,3125,714,131,1977,2329,15708
"Richard Jefferson",1244,853,36041,5353,11590,1155,3038,4198,8552,3621,4724,943,3996,4939,2500,824,366,1818,2758,15482
"Richard Morton",2,0,11,3,4,0,0,3,4,0,0,0,0,0,1,0,0,1,2,6
"Richard Parks",40,NA,374,59,133,1,3,58,130,12,21,NA,NA,116,14,NA,NA,19,68,131
"Richard Petruška",22,0,92,20,46,7,15,13,31,6,8,9,22,31,1,2,3,15,15,53
"Richard Rellford",4,0,42,5,8,0,0,5,8,6,8,2,5,7,1,0,3,4,3,16
"Richard Washington",431,NA,9686,1812,3996,NA,NA,1810,3990,630,878,843,1814,2657,538,270,338,NA,1462,4256
"Richaun Holmes",408,161,8214,1533,2524,46,172,1487,2352,598,800,715,1521,2236,408,223,406,359,1071,3710
"Richie Frahm",173,2,1815,217,533,118,337,99,196,58,73,39,158,197,104,41,12,43,152,610
"Richie Guerin",928,NA,29815,5525,13297,NA,NA,5525,13297,4675,5973,NA,NA,4534,4586,NA,NA,NA,3045,15725
"Richie Moore",18,NA,211,24,71,0,2,24,69,21,28,NA,NA,19,8,NA,NA,24,16,69
"Richie Niemiera",175,NA,NA,335,1031,NA,NA,335,1031,340,443,NA,NA,NA,328,NA,NA,NA,269,1010
"Richie Regan",215,NA,5494,699,2030,NA,NA,699,2030,387,540,NA,NA,554,629,NA,NA,NA,532,1785
"Rick Adelman",520,NA,11501,1504,3621,NA,NA,1504,3621,890,1249,NA,NA,1224,1718,NA,NA,NA,1091,3898
"Rick Barry",1020,NA,38153,9695,21283,NA,NA,9519,20690,5713,6397,NA,NA,6863,4952,NA,NA,NA,3028,25279
"Rick Brunson",426,51,5399,476,1263,118,326,358,937,238,341,100,427,527,1024,242,26,428,449,1308
"Rick Calloway",64,0,678,75,192,0,2,75,190,55,79,25,53,78,61,22,7,51,98,205
"Rick Carlisle",188,1,1461,178,422,11,48,167,374,55,71,44,97,141,201,42,9,120,187,422
"Rick Darnell",11,NA,120,11,30,0,0,11,30,4,7,12,24,36,9,5,3,14,30,26
"Rick Fox",930,587,23723,3382,7519,771,2208,2611,5311,1431,1858,996,2521,3517,2649,967,355,1611,2739,8966
"Rick Hughes",21,0,224,35,72,0,1,35,71,12,26,24,25,49,9,3,1,14,30,82
"Rick Mahorn",1117,NA,25779,3098,6286,5,38,3093,6248,1562,2218,1814,5143,6957,1082,633,1007,1456,3499,7763
"Rick Mount",335,NA,7139,1477,3406,133,428,1344,2978,672,819,194,341,535,742,NA,NA,476,730,3759
"Rick Roberson",423,NA,10356,1483,3369,NA,NA,1483,3369,860,1470,NA,NA,3522,591,NA,NA,NA,1308,3826
"Rick Robey",572,NA,10587,1820,3666,NA,NA,1819,3658,900,1341,993,1821,2814,743,268,105,935,1445,4541
"Rick Weitzman",25,NA,75,12,46,NA,NA,12,46,9,13,NA,NA,10,8,NA,NA,NA,8,33
"Rick Wilson",66,NA,648,83,211,NA,NA,83,211,28,50,22,57,79,83,34,9,49,69,194
"Rickey Brown",416,NA,5535,781,1671,0,6,781,1665,319,486,513,953,1466,144,108,140,383,968,1881
"Rickey Green",1009,NA,24142,3723,7933,NA,NA,3681,7734,1673,2068,485,1403,1888,5408,1388,53,1644,1487,9161
"Rickey Williams",44,0,346,56,135,0,3,56,132,35,53,15,23,38,37,20,4,38,42,147
"Rickie Winslow",7,0,45,3,13,0,1,3,12,1,2,3,4,7,2,1,0,4,9,7
"Ricky Berry",64,21,1406,255,567,65,160,190,407,131,166,57,140,197,80,37,22,82,197,706
"Ricky Blanton",2,0,13,3,7,0,0,3,7,0,0,2,1,3,1,2,0,1,1,6
"Ricky Davis",893,449,27608,4777,10664,708,1996,4069,8668,2306,2967,708,2551,3259,3079,919,226,2008,1791,12568
"Ricky Grace",3,0,8,2,3,0,0,2,3,0,2,0,1,1,1,0,0,0,3,4
"Ricky Ledo",45,0,521,70,209,23,62,47,147,36,48,32,42,74,40,13,2,54,44,199
"Ricky Marsh",60,NA,851,123,289,NA,NA,123,289,23,33,16,59,75,90,29,19,50,111,269
"Ricky Pierce",1107,298,27082,6191,12578,384,1131,5807,11447,3958,4497,967,1641,2608,2074,856,169,1668,2480,16724
"Ricky Rubio",674,601,20266,2422,6234,625,1915,1797,4319,1973,2343,421,2363,2784,5074,1206,88,1742,1701,7442
"Ricky Sobers",821,NA,22992,4250,9262,NA,NA,4120,8815,2272,2695,672,1460,2132,3525,1085,161,NA,2622,10902
"Ricky Wilson",48,2,840,86,220,20,52,66,168,58,80,4,50,54,138,46,6,50,80,250
"Rik Smits",867,792,23100,5301,10461,3,26,5298,10435,2266,2932,1531,3746,5277,1215,372,1111,1579,3011,12871
"Riney Lochmann",170,NA,2205,296,730,5,16,291,714,134,221,NA,NA,466,143,NA,NA,121,312,731
"RJ Barrett",244,243,8221,1570,3729,410,1160,1160,2569,845,1191,223,1125,1348,696,173,61,518,562,4395
"RJ Nembhard Jr.",14,0,63,6,18,0,2,6,16,3,4,3,4,7,12,1,0,3,2,15
"Rob Edwards",2,0,11,1,4,1,4,0,0,0,0,0,3,3,0,0,0,1,0,3
"Rob Kurz",40,5,442,51,131,15,38,36,93,40,50,33,48,81,20,14,19,16,78,157
"Rob Lock",20,0,110,9,32,0,0,9,32,12,15,14,18,32,4,3,4,13,15,30
"Rob Rose",2,0,3,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0
"Rob Williams",153,99,3367,500,1139,17,62,483,1077,302,383,91,239,330,825,173,17,354,489,1319
"Robbie Hummel",98,9,1397,146,349,48,140,98,209,39,45,66,200,266,50,32,11,28,143,379
"Robert Archibald",76,6,584,24,86,0,0,24,86,35,80,48,73,121,29,28,9,27,109,83
"Robert Churchwell",4,0,20,3,8,0,0,3,8,0,0,0,3,3,1,0,0,2,1,6
"Robert Covington",746,605,21887,2825,6883,1596,4440,1229,2443,1102,1364,663,3634,4297,1072,1176,784,1066,2193,8348
