"player","g","gs","mp","fg","fga","x3p","x3pa","x2p","x2pa","ft","fta","orb","drb","trb","ast","stl","blk","tov","pf","pts","mpg","fg_percent","x3p_percent","x2p_percent","ft_percent","pts_per_game","hof","pos","years"
"Michael Stewart",311,45,3450,251,568,0,0,251,568,134,255,357,579,936,88,58,288,145,591,636,11.0932475884244,0.441901408450704,NA,0.441901408450704,0.525490196078431,2.04501607717042,FALSE,3,8
"Mike Brown",626,112,10961,1126,2476,1,8,1125,2468,877,1271,934,1828,2762,424,253,169,643,1372,3130,17.5095846645367,0.454765751211632,0.125,0.455834683954619,0.690007867820614,5,FALSE,3,11
"Mike Gminski",1128,NA,29524,5106,11084,8,65,5098,11019,3028,3570,2535,5415,7950,1446,624,1179,1643,1872,13248,26.1737588652482,0.460664020209311,0.123076923076923,0.462655413376894,0.848179271708683,11.7446808510638,FALSE,3,14
"Mike Smrek",209,31,1985,220,516,0,2,220,514,138,226,153,295,448,53,40,153,141,444,578,9.49760765550239,0.426356589147287,0,0.428015564202335,0.610619469026549,2.76555023923445,FALSE,3,7
"Mike Sweetney",233,73,3610,564,1164,0,2,564,1162,388,563,400,645,1045,145,73,107,277,569,1516,15.4935622317597,0.484536082474227,0,0.485370051635112,0.689165186500888,6.50643776824034,FALSE,3,4
"Mikki Moore",674,201,11897,1438,2622,2,13,1436,2609,803,1071,888,1658,2546,484,203,342,609,1821,3681,17.6513353115727,0.548436308161709,0.153846153846154,0.550402453047145,0.749766573295985,5.46142433234421,FALSE,3,13
"Nazr Mohammed",1377,525,23277,3619,7358,0,12,3619,7346,1527,2396,2682,4255,6937,559,649,928,1358,3114,8765,16.9041394335512,0.491845610220169,0,0.492649060713313,0.637312186978297,6.36528685548293,FALSE,3,18
"Nenad Krstić",490,440,12118,1955,3945,2,14,1953,3931,873,1187,896,1700,2596,373,188,311,553,1435,4785,24.730612244898,0.495564005069708,0.142857142857143,0.496820147545154,0.735467565290649,9.76530612244898,FALSE,3,7
"Nikola Peković",271,194,6744,1314,2537,0,0,1314,2537,777,1023,803,1004,1807,199,140,151,414,632,3405,24.8856088560886,0.51793456838786,NA,0.51793456838786,0.759530791788856,12.5645756457565,FALSE,3,6
"Obinna Ekezie",176,32,1797,197,471,0,1,197,470,217,303,177,284,461,40,43,32,109,302,611,10.2102272727273,0.418259023354565,0,0.419148936170213,0.716171617161716,3.47159090909091,FALSE,3,4
"Olden Polynice",1205,753,29378,4219,8263,5,29,4214,8234,1389,2584,3249,5223,8472,827,601,750,1336,3216,9832,24.3800829875519,0.510589374319255,0.172413793103448,0.511780422637843,0.537538699690402,8.15933609958506,FALSE,3,15
"Oleksiy Pecherov",111,5,1044,160,414,45,155,115,259,73,92,88,178,266,20,21,22,59,119,438,9.4054054054054,0.386473429951691,0.290322580645161,0.444015444015444,0.793478260869565,3.94594594594595,FALSE,3,3
"Oliver Miller",554,204,12490,1659,3112,5,45,1654,3067,596,937,1045,2154,3199,1148,502,821,1011,1641,3919,22.5451263537906,0.533097686375321,0.111111111111111,0.539289207694816,0.63607257203842,7.07400722021661,FALSE,3,9
"Othella Harrington",783,308,15739,2268,4508,0,14,2268,4494,1341,1809,1226,2292,3518,499,219,331,1093,2105,5877,20.1008939974457,0.503105590062112,0,0.504672897196262,0.741293532338308,7.50574712643678,FALSE,3,12
"Otis Thorpe",1401,1090,44115,7551,13898,3,76,7548,13822,4184,6133,3799,7666,11465,3064,929,559,3058,4608,19289,31.4882226980728,0.543315584976256,0.0394736842105263,0.546085949934886,0.682210989727703,13.768022840828,FALSE,3,17
"P.J. Brown",1089,990,33823,3852,8365,8,59,3844,8306,2158,2718,3002,5407,8409,1661,912,1116,1342,3218,9870,31.058769513315,0.460490137477585,0.135593220338983,0.46279797736576,0.793966151582046,9.0633608815427,FALSE,3,15
"Pat Burke",127,8,1293,199,488,9,36,190,452,61,92,90,176,266,44,28,40,87,180,468,10.1811023622047,0.407786885245902,0.25,0.420353982300885,0.66304347826087,3.68503937007874,FALSE,3,3
"Patrick Ewing",1190,1122,40613,9702,19246,19,127,9683,19119,5395,7293,2753,8856,11609,2217,1136,2895,3538,4035,24818,34.1285714285714,0.504104749038761,0.149606299212598,0.50645954286312,0.739750445632799,20.855462184874,TRUE,3,17
"Patrick O'Bryant",129,6,779,124,244,0,5,124,239,39,68,45,148,193,36,24,59,64,187,287,6.03875968992248,0.508196721311475,0,0.518828451882845,0.573529411764706,2.22480620155039,FALSE,3,4
"Pero Antić",113,29,1962,231,590,108,344,123,246,138,189,115,283,398,107,37,26,104,258,708,17.3628318584071,0.391525423728814,0.313953488372093,0.5,0.73015873015873,6.26548672566372,FALSE,3,2
"Pervis Ellison",474,245,11593,1826,3579,1,20,1825,3559,841,1221,1087,2083,3170,691,293,752,798,1493,4494,24.457805907173,0.510198379435597,0.05,0.512784490025288,0.688779688779689,9.48101265822785,FALSE,3,11
"Pétur Guðmundsson",150,20,2060,251,508,1,2,250,506,190,252,166,397,563,153,35,96,195,400,693,13.7333333333333,0.494094488188976,0.5,0.494071146245059,0.753968253968254,4.62,FALSE,3,4
"Predrag Drobnjak",278,96,5542,903,2125,66,194,837,1931,315,394,313,660,973,225,132,117,242,512,2187,19.9352517985612,0.424941176470588,0.34020618556701,0.433454168824443,0.799492385786802,7.86690647482014,FALSE,3,4
"Primož Brezec",413,232,6762,1065,2154,1,6,1064,2148,452,655,605,828,1433,191,73,144,300,832,2583,16.3728813559322,0.494428969359331,0.166666666666667,0.495344506517691,0.690076335877863,6.25423728813559,FALSE,3,8
"Raef LaFrentz",641,514,17000,2648,5701,582,1583,2066,4118,863,1217,1170,2832,4002,695,331,1132,605,2144,6741,26.5210608424337,0.464479915804245,0.367656348704991,0.501699854298203,0.709120788824979,10.5163806552262,FALSE,3,10
"Rafael Araújo",139,75,1585,156,385,1,4,155,381,76,112,124,271,395,41,51,16,111,300,389,11.4028776978417,0.405194805194805,0.25,0.406824146981627,0.678571428571429,2.79856115107914,FALSE,3,3
"Ralph Sampson",504,407,15254,3223,6694,12,69,3211,6625,1330,1982,1314,3159,4473,1160,431,840,1534,1754,7788,30.265873015873,0.481475948610696,0.173913043478261,0.484679245283019,0.671039354187689,15.452380952381,TRUE,3,9
"Randy Breuer",762,340,14378,2196,4756,0,5,2196,4751,929,1471,1215,2188,3403,713,347,858,772,1660,5321,18.8687664041995,0.461732548359966,0,0.462218480319933,0.631543167912984,6.98293963254593,FALSE,3,11
"Rasheed Wallace",1177,1022,38633,6745,14503,1168,3476,5577,11027,2436,3374,1680,6183,7863,2150,1151,1582,1812,3449,17094,32.8232795242141,0.465076191132869,0.336018411967779,0.50575859254557,0.721991701244813,14.5233644859813,FALSE,3,16
"Rasho Nesterović",811,595,17983,2570,5121,1,13,2569,5108,378,646,1513,2630,4143,836,330,934,748,2187,5519,22.173859432799,0.501855106424526,0.0769230769230769,0.502936570086139,0.585139318885449,6.80517879161529,FALSE,3,12
"Richard Anderson",481,33,7352,1080,2645,196,595,884,2050,352,463,548,1173,1721,723,276,110,423,828,2708,15.2848232848233,0.408317580340265,0.329411764705882,0.431219512195122,0.760259179265659,5.62993762993763,FALSE,3,6
"Rick Mahorn",1117,NA,25779,3098,6286,5,38,3093,6248,1562,2218,1814,5143,6957,1082,633,1007,1456,3499,7763,23.0787824529991,0.492841234489341,0.131578947368421,0.495038412291933,0.704238052299369,6.94986571172784,FALSE,3,18
"Rickey Brown",416,NA,5535,781,1671,0,6,781,1665,319,486,513,953,1466,144,108,140,383,968,1881,13.3052884615385,0.467384799521245,0,0.469069069069069,0.656378600823045,4.52163461538461,FALSE,3,5
"Rik Smits",867,792,23100,5301,10461,3,26,5298,10435,2266,2932,1531,3746,5277,1215,372,1111,1579,3011,12871,26.643598615917,0.50673931746487,0.115384615384615,0.507714422616195,0.772851296043656,14.8454440599769,FALSE,3,12
"Robert Sacre",189,35,2745,318,729,0,1,318,728,151,225,212,381,593,126,56,110,102,336,787,14.5238095238095,0.436213991769547,0,0.436813186813187,0.671111111111111,4.16402116402116,FALSE,3,4
"Robert Traylor",438,73,6243,841,1774,4,24,837,1750,399,691,671,969,1640,312,280,306,400,1079,2085,14.2534246575342,0.474069898534386,0.166666666666667,0.478285714285714,0.577424023154848,4.76027397260274,FALSE,3,7
"Ronny Turiaf",490,110,8299,875,1640,0,8,875,1632,510,804,540,1287,1827,628,195,610,372,1155,2260,16.9367346938776,0.533536585365854,0,0.536151960784314,0.634328358208955,4.61224489795918,FALSE,3,10
"Rony Seikaly",734,656,23031,3897,8119,6,34,3891,8085,2937,4293,2288,4529,6817,937,481,915,2059,2505,10737,31.3773841961853,0.479985219854662,0.176470588235294,0.48126159554731,0.684136967155835,14.6280653950954,FALSE,3,11
"Roy Hibbert",710,599,17071,2702,5788,6,24,2696,5764,1422,1877,1581,2744,4325,906,249,1192,1070,2167,6832,24.043661971831,0.46682791983414,0.25,0.467730742539903,0.757591901971231,9.6225352112676,FALSE,3,9
"Roy Tarpley",280,57,7476,1457,3014,6,34,1451,2980,613,824,964,1839,2803,292,317,329,557,950,3533,26.7,0.483410749834107,0.176470588235294,0.486912751677852,0.743932038834951,12.6178571428571,FALSE,3,6
"Ryan Hollins",639,99,7560,832,1434,0,1,832,1433,647,1019,584,833,1417,177,112,341,467,1255,2311,11.830985915493,0.580195258019526,0,0.580600139567341,0.634936211972522,3.61658841940532,FALSE,3,10
"Sam Bowie",511,349,14098,2127,4702,32,106,2095,4596,1278,1708,1192,2653,3845,1075,263,909,978,1553,5564,27.5890410958904,0.4523606975755,0.30188679245283,0.455831157528285,0.74824355971897,10.8884540117417,FALSE,3,10
"Sam Perkins",1365,819,38949,5879,12783,873,2419,5006,10364,3729,4597,2487,5703,8190,2131,1165,1015,1694,3402,16360,28.5340659340659,0.459907689900649,0.360892930963208,0.483018139714396,0.811181205133783,11.985347985348,FALSE,3,17
"Samaki Walker",445,143,7612,936,2026,1,9,935,2017,503,798,627,1462,2089,252,134,316,403,895,2376,17.1056179775281,0.461994076999013,0.111111111111111,0.463559742191373,0.630325814536341,5.33932584269663,FALSE,3,10
"Samardo Samuels",109,11,1722,237,532,0,4,237,528,164,251,148,218,366,45,38,41,115,231,638,15.7981651376147,0.445488721804511,0,0.448863636363636,0.653386454183267,5.85321100917431,FALSE,3,3
"Samuel Dalembert",886,694,21646,2810,5393,1,12,2809,5381,1193,1689,2289,4653,6942,465,437,1546,1271,2601,6814,24.431151241535,0.521045800111255,0.0833333333333333,0.522021929009478,0.706335109532268,7.69074492099323,FALSE,3,13
"Scot Pollard",506,99,8372,858,1738,0,2,858,1736,506,714,901,1450,2351,220,299,352,304,1178,2222,16.5454545454545,0.493670886075949,0,0.494239631336406,0.708683473389356,4.39130434782609,FALSE,3,11
"Scott Hastings",609,19,6125,597,1361,28,99,569,1262,462,576,439,889,1328,287,165,154,334,1071,1684,10.0574712643678,0.438648052902278,0.282828282828283,0.450871632329636,0.802083333333333,2.76518883415435,FALSE,3,11
"Scott Williams",796,287,12793,1684,3605,7,48,1677,3557,662,924,1322,2330,3652,449,416,439,565,2020,4037,16.071608040201,0.467128987517337,0.145833333333333,0.471464717458532,0.716450216450216,5.071608040201,FALSE,3,15
"Sean Marks",230,11,2275,259,578,5,25,254,553,115,173,158,343,501,50,33,87,116,342,638,9.89130434782609,0.448096885813149,0.2,0.459312839059675,0.664739884393064,2.77391304347826,FALSE,3,11
"Sean May",119,25,1868,324,708,3,13,321,695,170,228,155,326,481,115,53,47,134,236,821,15.6974789915966,0.457627118644068,0.230769230769231,0.461870503597122,0.745614035087719,6.89915966386555,FALSE,3,4
"Sean Rooks",869,237,15272,1908,4161,3,30,1905,4131,1422,2034,1048,2181,3229,707,292,551,906,1887,5241,17.5742232451093,0.458543619322278,0.1,0.461147421931736,0.699115044247788,6.03107019562716,FALSE,3,12
"Sean Williams",148,29,2085,243,470,0,1,243,469,135,210,196,301,497,52,51,170,130,342,621,14.0878378378378,0.517021276595745,0,0.518123667377399,0.642857142857143,4.19594594594595,FALSE,3,4
"Semih Erden",110,25,1523,163,296,0,0,163,296,99,161,94,214,308,49,40,53,84,268,425,13.8454545454545,0.550675675675676,NA,0.550675675675676,0.614906832298137,3.86363636363636,FALSE,3,2
"Shaquille O'Neal",1268,1258,43666,11661,20015,1,22,11660,19993,6105,11590,4375,9278,13653,3119,771,2820,3491,4374,29428,34.4369085173502,0.582613040219835,0.0454545454545455,0.583204121442505,0.526747195858499,23.2082018927445,TRUE,3,19
"Shareef Abdur-Rahim",915,760,31566,5935,12569,163,553,5772,12016,4379,5372,2058,4820,6878,2283,888,675,2320,2546,16412,34.4983606557377,0.472193491924576,0.294755877034358,0.480359520639148,0.815152643335815,17.9366120218579,FALSE,3,12
"Sharone Wright",260,153,5965,1025,2217,2,15,1023,2202,586,937,567,812,1379,156,112,252,464,725,2638,22.9423076923077,0.46233649075327,0.133333333333333,0.464577656675749,0.625400213447172,10.1461538461538,FALSE,3,4
"Shawn Bradley",984,622,24148,3506,7713,5,51,3501,7662,1640,2321,2185,4332,6517,688,621,2655,1372,3090,8657,24.5406504065041,0.454557241021652,0.0980392156862745,0.456930305403289,0.706591986212839,8.79776422764228,FALSE,3,12
"Shawn Kemp",1051,728,29293,5505,11278,33,119,5472,11159,4304,5805,3026,5808,8834,1704,1185,1279,2766,3826,15347,27.871550903901,0.488118460719986,0.277310924369748,0.490366520297518,0.741429801894918,14.6022835394862,FALSE,3,14
"Shawnelle Scott",105,11,634,78,168,0,0,78,168,33,71,104,124,228,20,14,23,36,123,189,6.03809523809524,0.464285714285714,NA,0.464285714285714,0.464788732394366,1.8,FALSE,3,4
"Shelden Williams",529,142,7785,855,1865,2,13,853,1852,611,832,739,1454,2193,226,246,229,416,1033,2323,14.7164461247637,0.458445040214477,0.153846153846154,0.460583153347732,0.734375,4.39130434782609,FALSE,3,6
"Sidney Green",718,242,13576,2027,4475,1,29,2026,4446,1118,1512,1332,2914,4246,659,375,228,1058,1834,5173,18.908077994429,0.452960893854749,0.0344827586206897,0.455690508322087,0.739417989417989,7.20473537604457,FALSE,3,10
"Solomon Jones",302,13,3384,325,706,1,9,324,697,255,352,289,423,712,108,67,165,179,597,906,11.205298013245,0.460339943342776,0.111111111111111,0.464849354375897,0.724431818181818,3,FALSE,3,8
"Spencer Hawes",818,447,18808,2988,6523,512,1415,2476,5108,834,1141,1160,3584,4744,1592,323,776,1193,2023,7322,22.9926650366748,0.458071439521692,0.361837455830389,0.484729835552075,0.730937773882559,8.95110024449878,FALSE,3,10
"Stacey King",498,93,8562,1228,2603,4,19,1224,2584,768,1095,698,1030,1728,446,206,253,616,1041,3228,17.1927710843373,0.471763349980791,0.210526315789474,0.473684210526316,0.701369863013699,6.48192771084337,FALSE,3,8
"Stanislav Medvedenko",263,58,3340,590,1311,2,13,588,1298,208,281,335,409,744,136,88,42,159,518,1390,12.6996197718631,0.450038138825324,0.153846153846154,0.453004622496148,0.740213523131673,5.2851711026616,FALSE,3,7
"Stanley Roberts",300,178,5869,1059,2124,0,2,1059,2122,437,850,506,1043,1549,189,110,385,370,1060,2555,19.5633333333333,0.498587570621469,0,0.499057492931197,0.514117647058824,8.51666666666667,FALSE,3,8
"Steve Hayes",247,3,2783,287,594,0,1,287,593,111,211,242,401,643,113,36,122,118,509,685,11.2672064777328,0.483164983164983,0,0.48397976391231,0.5260663507109,2.77327935222672,FALSE,3,5
"Steve Johnson",732,348,15364,3191,5597,0,4,3191,5593,1849,2944,1374,2547,3921,875,330,604,1672,2772,8231,20.9890710382514,0.57012685367161,0,0.57053459681745,0.628057065217391,11.2445355191257,FALSE,3,10
"Steve Scheffler",185,8,979,127,226,1,5,126,221,97,128,91,103,194,26,33,9,35,141,352,5.29189189189189,0.561946902654867,0.2,0.570135746606335,0.7578125,1.9027027027027,FALSE,3,7
"Steve Stipanovich",403,365,12591,2015,4160,10,56,2005,4104,1283,1611,771,2360,3131,938,415,380,777,1435,5323,31.24317617866,0.484375,0.178571428571429,0.4885477582846,0.796399751707014,13.2084367245658,FALSE,3,5
"Steven Hunter",400,130,5993,735,1313,0,1,735,1312,347,715,482,782,1264,79,49,422,249,656,1817,14.9825,0.55978674790556,0,0.560213414634146,0.485314685314685,4.5425,FALSE,3,8
"Stojko Vranković",170,73,2050,197,413,0,0,197,413,79,132,155,361,516,59,22,179,132,318,473,12.0588235294118,0.476997578692494,NA,0.476997578692494,0.598484848484849,2.78235294117647,FALSE,3,5
"Stromile Swift",622,101,11833,1872,3944,3,30,1869,3914,1240,1785,965,1815,2780,304,373,745,757,1510,4987,19.024115755627,0.474645030425964,0.1,0.47751660705161,0.694677871148459,8.01768488745981,FALSE,3,9
"Stuart Gray",444,6,4017,380,857,0,12,380,845,262,394,349,816,1165,167,79,159,267,735,1022,9.0472972972973,0.44340723453909,0,0.449704142011834,0.66497461928934,2.3018018018018,FALSE,3,7
"Terry Davis",480,275,10369,1202,2545,3,19,1199,2526,654,1081,1106,1781,2887,273,183,149,518,1176,3061,21.6020833333333,0.47229862475442,0.157894736842105,0.474663499604117,0.604995374653099,6.37708333333333,FALSE,3,10
"Theo Ratliff",1052,721,26855,2890,5834,0,3,2890,5831,1799,2556,2050,3953,6003,632,516,2631,1299,3026,7579,25.527566539924,0.495371957490573,0,0.495626822157434,0.703834115805947,7.20437262357414,FALSE,3,16
"Tiago Splitter",355,153,6812,1073,1932,2,14,1071,1918,668,958,576,1203,1779,423,198,209,384,685,2816,19.1887323943662,0.555383022774327,0.142857142857143,0.558394160583942,0.697286012526096,7.93239436619718,FALSE,3,7
"Tim Duncan",1392,1389,47368,10285,20334,30,168,10255,20166,5896,8468,3859,11232,15091,4225,1025,3020,3381,3304,26496,34.0287356321839,0.50580308842333,0.178571428571429,0.50852920757711,0.696268304204062,19.0344827586207,TRUE,3,19
"Tim McCormick",553,265,12504,1895,3541,1,18,1894,3523,1080,1545,923,1910,2833,609,171,210,730,1490,4871,22.6112115732369,0.535159559446484,0.0555555555555556,0.53760999148453,0.699029126213592,8.80831826401447,FALSE,3,8
"Tim Perry",511,226,9690,1344,2775,96,297,1248,2478,570,881,748,1211,1959,444,225,427,501,816,3354,18.9628180039139,0.484324324324324,0.323232323232323,0.50363196125908,0.646992054483541,6.56360078277886,FALSE,3,8
"Tod Murphy",200,81,4138,402,884,18,62,384,822,242,358,344,607,951,187,115,88,113,392,1064,20.69,0.454751131221719,0.290322580645161,0.467153284671533,0.675977653631285,5.32,FALSE,3,5
"Todd Fuller",225,23,2500,317,752,0,4,317,748,201,301,240,434,674,46,34,60,146,351,835,11.1111111111111,0.421542553191489,0,0.42379679144385,0.667774086378738,3.71111111111111,FALSE,3,5
"Todd MacCulloch",223,105,3439,568,1049,0,0,568,1049,233,363,340,548,888,121,61,177,154,478,1369,15.4215246636771,0.541468064823642,NA,0.541468064823642,0.641873278236915,6.1390134529148,FALSE,3,4
"Tony Battie",910,436,19127,2313,4771,14,83,2299,4688,850,1226,1494,3152,4646,580,446,780,767,2362,5490,21.0186813186813,0.484804024313561,0.168674698795181,0.490401023890785,0.693311582381729,6.03296703296703,FALSE,3,14
"Tony Farmer",101,11,1368,144,365,10,53,134,312,234,304,134,193,327,79,76,20,91,190,532,13.5445544554455,0.394520547945205,0.188679245283019,0.429487179487179,0.769736842105263,5.26732673267327,FALSE,3,2
"Tony Massenburg",755,261,13844,1862,3941,1,14,1861,3927,1081,1535,1188,2153,3341,296,290,343,767,1768,4806,18.3364238410596,0.47246891651865,0.0714285714285714,0.473898650369239,0.704234527687296,6.36556291390728,FALSE,3,13
"Travis Knight",371,58,4566,522,1192,15,58,507,1134,217,312,441,719,1160,224,136,220,244,805,1276,12.3072776280323,0.437919463087248,0.258620689655172,0.447089947089947,0.69551282051282,3.43935309973046,FALSE,3,7
"Tyrone Hill",895,676,24843,3085,6217,0,13,3085,6204,1999,3131,2637,4895,7532,723,694,421,1371,3210,8169,27.7575418994413,0.496220041820814,0,0.497259832366215,0.638454167997445,9.12737430167598,FALSE,3,14
"Tyrus Thomas",456,132,9152,1341,3040,8,37,1333,3003,911,1255,631,1642,2273,403,391,610,619,1118,3601,20.0701754385965,0.441118421052632,0.216216216216216,0.443889443889444,0.72589641434263,7.8969298245614,FALSE,3,8
"Uwe Blab",282,67,2497,224,525,0,0,224,525,155,259,157,364,521,127,20,107,176,446,603,8.85460992907801,0.426666666666667,NA,0.426666666666667,0.598455598455598,2.13829787234043,FALSE,3,5
"Victor Alexander",286,155,5755,1101,2126,18,63,1083,2063,322,508,446,938,1384,257,135,177,378,713,2542,20.1223776223776,0.517873941674506,0.285714285714286,0.524963645176927,0.633858267716535,8.88811188811189,FALSE,3,5
"Vin Baker",872,637,27254,4913,10149,40,185,4873,9964,2539,3961,2392,3794,6186,1585,613,834,1850,2758,12405,31.2545871559633,0.484087102177554,0.216216216216216,0.489060618225612,0.6409997475385,14.2259174311927,FALSE,3,13
"Vitaly Potapenko",693,245,13355,1880,3907,1,7,1879,3900,817,1203,1208,1913,3121,502,295,247,902,1756,4578,19.2712842712843,0.4811876119785,0.142857142857143,0.481794871794872,0.679135494596841,6.60606060606061,FALSE,3,11
"Vlade Divac",1134,979,33838,5205,10510,100,426,5105,10084,2888,4176,2881,6445,9326,3541,1288,1631,2470,3609,13398,29.8395061728395,0.495242626070409,0.234741784037559,0.506247520825069,0.691570881226054,11.8148148148148,TRUE,3,16
"Vladimir Stepania",270,19,3726,455,1071,2,15,453,1056,206,384,444,736,1180,94,110,144,213,482,1118,13.8,0.42483660130719,0.133333333333333,0.428977272727273,0.536458333333333,4.14074074074074,FALSE,3,6
"Wallace Bryant",119,51,1613,149,377,0,0,149,377,66,115,145,282,427,127,40,45,80,234,364,13.5546218487395,0.395225464190981,NA,0.395225464190981,0.573913043478261,3.05882352941176,FALSE,3,3
"Wang Zhizhi",153,1,1370,230,557,74,196,156,361,117,157,60,189,249,41,28,40,74,168,651,8.95424836601307,0.412926391382406,0.377551020408163,0.43213296398892,0.745222929936306,4.25490196078431,FALSE,3,5
"Will Perdue",792,223,12360,1517,2943,1,15,1516,2928,705,1222,1420,2498,3918,595,226,527,813,1589,3740,15.6060606060606,0.515460414542983,0.0666666666666667,0.51775956284153,0.576923076923077,4.72222222222222,FALSE,3,13
"William Bedford",238,30,2514,405,974,7,22,398,952,147,243,201,372,573,109,37,126,173,358,964,10.563025210084,0.415811088295688,0.318181818181818,0.418067226890756,0.604938271604938,4.05042016806723,FALSE,3,6
"Yao Ming",486,476,15818,3380,6445,2,10,3378,6435,2485,2984,1233,3261,4494,769,189,920,1311,1596,9247,32.5473251028807,0.524437548487199,0.2,0.524941724941725,0.832774798927614,19.0267489711934,TRUE,3,8
"Yinka Dare",110,25,1002,86,217,0,0,86,217,61,107,101,180,281,4,12,70,96,179,233,9.10909090909091,0.3963133640553,NA,0.3963133640553,0.570093457943925,2.11818181818182,FALSE,3,4
"Žan Tabak",304,104,4591,679,1366,0,4,679,1362,182,364,409,686,1095,213,85,164,330,740,1540,15.1019736842105,0.497071742313324,0,0.498531571218796,0.5,5.06578947368421,FALSE,3,6
"Željko Rebrača",239,24,3553,522,1003,0,0,522,1003,323,409,219,527,746,94,62,171,220,564,1367,14.8661087866109,0.520438683948156,NA,0.520438683948156,0.789731051344743,5.71966527196653,FALSE,3,5
"Zendon Hamilton",146,15,1609,183,414,0,0,183,414,245,371,187,288,475,33,43,28,114,220,611,11.0205479452055,0.442028985507246,NA,0.442028985507246,0.660377358490566,4.18493150684932,FALSE,3,6
"Zydrunas Ilgauskas",843,724,22965,4207,8842,31,100,4176,8742,2531,3243,2444,3747,6191,955,421,1327,1509,2776,10976,27.2419928825623,0.475797330920606,0.31,0.477693891557996,0.780450200431699,13.0201660735469,FALSE,3,13
