"player","g","gs","mp","fg","fga","x3p","x3pa","x2p","x2pa","ft","fta","orb","drb","trb","ast","stl","blk","tov","pf","pts","mpg","fg_percent","x3p_percent","x2p_percent","ft_percent","pts_per_game","hof","pos","years"
"Etan Thomas",409,74,7084,890,1734,0,0,890,1734,561,930,677,1250,1927,149,128,427,385,889,2341,17.320293398533,0.513264129181084,NA,0.513264129181084,0.603225806451613,5.72371638141809,FALSE,3,9
"Evan Eschmeyer",153,65,2138,158,341,0,0,158,341,105,169,220,381,601,76,69,95,96,399,421,13.9738562091503,0.463343108504399,NA,0.463343108504399,0.621301775147929,2.7516339869281,FALSE,3,4
"Fabricio Oberto",336,128,4871,481,835,0,4,481,831,119,193,443,732,1175,300,89,75,225,733,1081,14.4970238095238,0.576047904191617,0,0.578820697954272,0.616580310880829,3.2172619047619,FALSE,3,6
"Felton Spencer",713,469,13856,1333,2750,0,1,1333,2749,1060,1630,1470,2382,3852,235,282,584,755,2391,3726,19.4333800841515,0.484727272727273,0,0.484903601309567,0.650306748466258,5.2258064516129,FALSE,3,12
"Festus Ezeli",170,61,2394,275,536,0,0,275,536,162,291,292,433,725,63,48,166,133,328,712,14.0823529411765,0.513059701492537,NA,0.513059701492537,0.556701030927835,4.18823529411765,FALSE,3,3
"Francisco Elson",547,154,8086,822,1768,3,17,819,1751,301,432,553,1299,1852,286,244,275,403,1103,1948,14.782449725777,0.464932126696833,0.176470588235294,0.467732724157624,0.696759259259259,3.56124314442413,FALSE,3,9
"Frank Brickowski",846,450,18859,3304,6416,59,194,3245,6222,1746,2352,1140,2790,3930,1623,744,318,1585,2658,8413,22.2919621749409,0.514962593516209,0.304123711340206,0.521536483445837,0.74234693877551,9.94444444444444,FALSE,3,12
"Fred Roberts",892,253,15881,2465,4914,52,158,2413,4756,1547,1936,912,1582,2494,1064,440,275,1058,1713,6529,17.8038116591928,0.501628001628002,0.329113924050633,0.507359125315391,0.799070247933884,7.3195067264574,FALSE,3,13
"Gary Trent",560,150,11226,2033,4085,8,62,2025,4023,922,1422,965,1649,2614,576,258,201,693,1257,4996,20.0464285714286,0.497674418604651,0.129032258064516,0.503355704697987,0.648382559774965,8.92142857142857,FALSE,3,9
"George Zídek",199,25,1768,217,542,2,8,215,534,189,239,147,242,389,48,19,17,100,312,625,8.88442211055276,0.400369003690037,0.25,0.402621722846442,0.790794979079498,3.14070351758794,FALSE,3,3
"Gheorghe Mureșan",307,207,6729,1265,2206,0,1,1265,2205,490,761,658,1299,1957,150,171,455,446,958,3020,21.9185667752443,0.573436083408885,0,0.573696145124717,0.64388961892247,9.8371335504886,FALSE,3,6
"Glen Davis",582,165,12527,1885,4204,14,66,1871,4138,968,1384,839,1748,2587,534,415,202,604,1397,4752,21.5240549828179,0.448382492863939,0.212121212121212,0.452150797486709,0.699421965317919,8.16494845360825,FALSE,3,8
"Granville Waiters",249,39,2547,270,589,0,5,270,584,66,118,183,357,540,121,56,185,153,410,606,10.2289156626506,0.458404074702886,0,0.462328767123288,0.559322033898305,2.43373493975904,FALSE,3,5
"Greg Anderson",748,317,14964,2127,4360,2,24,2125,4336,989,1783,1529,3035,4564,401,515,635,1010,1881,5245,20.0053475935829,0.487844036697248,0.0833333333333333,0.490083025830258,0.554683118339877,7.0120320855615,FALSE,3,10
"Greg Dreiling",474,94,4241,375,803,3,9,372,794,261,402,287,731,1018,186,82,137,250,923,1014,8.94725738396624,0.466998754669988,0.333333333333333,0.468513853904282,0.649253731343284,2.13924050632911,FALSE,3,10
"Greg Foster",777,98,9416,1252,2820,27,116,1225,2704,517,699,626,1407,2033,411,112,236,561,1462,3048,12.1184041184041,0.443971631205674,0.232758620689655,0.453032544378698,0.739628040057225,3.92277992277992,FALSE,3,13
"Greg Kite",814,268,12162,876,2007,1,7,875,2000,346,714,1081,2055,3136,429,217,526,680,1918,2099,14.9410319410319,0.436472346786248,0.142857142857143,0.4375,0.484593837535014,2.57862407862408,FALSE,3,12
"Greg Oden",105,66,2028,317,552,0,0,317,552,206,313,256,400,656,51,40,130,138,374,840,19.3142857142857,0.574275362318841,NA,0.574275362318841,0.65814696485623,8,FALSE,3,3
"Greg Ostertag",756,321,14753,1339,2757,1,10,1338,2747,833,1465,1475,2670,4145,443,189,1293,684,1873,3512,19.5145502645503,0.485672832789264,0.1,0.487076811066618,0.568600682593857,4.64550264550265,FALSE,3,11
"Greg Stiemsma",203,42,3048,269,529,0,1,269,528,103,146,190,489,679,97,118,232,143,512,641,15.0147783251232,0.508506616257089,0,0.509469696969697,0.705479452054795,3.1576354679803,FALSE,3,4
"Gustavo Ayón",190,44,2985,376,697,0,1,376,696,87,183,248,540,788,244,122,90,169,379,839,15.7105263157895,0.539454806312769,0,0.540229885057471,0.475409836065574,4.41578947368421,FALSE,3,3
"Hakeem Olajuwon",1238,1186,44222,10749,20991,25,124,10724,20867,5423,7621,4034,9714,13748,3058,2162,3830,3667,4383,26946,35.7205169628433,0.512076604258968,0.201612903225806,0.513921502851392,0.711586405983467,21.7657512116317,TRUE,3,18
"Hamed Haddadi",181,0,1378,165,363,0,5,165,358,93,152,180,303,483,55,17,119,123,269,423,7.61325966850829,0.454545454545455,0,0.460893854748603,0.611842105263158,2.33701657458564,FALSE,3,5
"Hanno Möttölä",155,17,2360,292,661,1,16,291,645,130,166,130,312,442,75,31,28,137,337,715,15.2258064516129,0.441754916792738,0.0625,0.451162790697674,0.783132530120482,4.61290322580645,FALSE,3,2
"Hasheem Thabeet",291,23,2869,210,382,0,0,210,382,151,261,243,469,712,31,69,210,148,549,571,9.85910652920962,0.549738219895288,NA,0.549738219895288,0.578544061302682,1.96219931271478,FALSE,3,5
"Henry Sims",181,86,3417,533,1130,4,24,529,1106,311,409,352,555,907,192,104,84,194,405,1381,18.878453038674,0.471681415929204,0.166666666666667,0.478300180831826,0.76039119804401,7.62983425414365,FALSE,3,4
"Herb Williams",1222,675,31525,5421,11672,9,93,5412,11579,2008,2889,1774,5418,7192,2007,665,1772,2100,3191,12859,25.7978723404255,0.464444825222755,0.0967741935483871,0.467397875464202,0.695050190377293,10.5229132569558,FALSE,3,18
"Hilton Armstrong",378,42,4201,412,848,4,12,408,836,215,381,361,617,978,137,123,175,280,687,1043,11.1137566137566,0.485849056603774,0.333333333333333,0.488038277511962,0.564304461942257,2.75925925925926,FALSE,3,6
"Horace Grant",1165,1037,38621,5439,10695,4,63,5435,10632,2114,3053,3467,5976,9443,2575,1143,1136,1303,2832,12996,33.1510729613734,0.508555399719495,0.0634920634920635,0.511192626034612,0.692433671798231,11.155364806867,FALSE,3,17
"Hot Rod Williams",887,518,26327,3688,7681,2,19,3686,7662,2406,3315,2070,3928,5998,1592,746,1456,1208,2253,9784,29.6809470124014,0.48014581434709,0.105263157894737,0.481075437222657,0.72579185520362,11.0304396843292,FALSE,3,13
"Isaac Austin",510,216,10616,1701,3772,9,59,1692,3713,929,1387,816,1771,2587,713,275,282,907,1198,4340,20.8156862745098,0.450954400848356,0.152542372881356,0.455696202531646,0.669790915645278,8.50980392156863,FALSE,3,9
"J.J. Hickson",623,335,13605,2312,4603,0,24,2312,4579,1115,1830,1345,2761,4106,517,319,358,869,1165,5739,21.8378812199037,0.502281121008038,0,0.504913736623717,0.609289617486339,9.21187800963082,FALSE,3,8
"J.R. Reid",861,369,19599,2743,5790,5,44,2738,5746,1765,2428,1242,3062,4304,809,641,322,1202,2565,7256,22.7630662020906,0.473747841105354,0.113636363636364,0.476505395057431,0.726935749588138,8.4274099883856,FALSE,3,11
"Jabari Smith",131,2,1244,151,366,1,11,150,355,99,145,57,149,206,77,43,32,59,197,402,9.49618320610687,0.412568306010929,0.0909090909090909,0.422535211267606,0.682758620689655,3.06870229007634,FALSE,3,4
"Jack Haley",408,80,4372,572,1369,0,4,572,1365,397,601,455,767,1222,108,78,60,288,744,1541,10.7156862745098,0.417823228634039,0,0.419047619047619,0.660565723793677,3.77696078431373,FALSE,3,9
"Jackson Vroman",133,38,1816,190,464,0,6,190,458,117,194,161,275,436,91,62,49,149,288,497,13.6541353383459,0.40948275862069,0,0.414847161572052,0.603092783505155,3.73684210526316,FALSE,3,2
"Jahidi White",396,226,6778,835,1633,0,1,835,1632,545,1029,804,1401,2205,70,144,406,463,1063,2215,17.1161616161616,0.511328842620943,0,0.511642156862745,0.529640427599611,5.59343434343434,FALSE,3,7
"Jake Tsakalidis",351,175,5395,609,1256,0,1,609,1255,363,552,478,864,1342,106,81,235,292,740,1581,15.3703703703704,0.484872611464968,0,0.485258964143426,0.657608695652174,4.5042735042735,FALSE,3,7
"Jake Voskuhl",450,93,6443,673,1381,1,3,672,1378,467,654,562,977,1539,237,148,166,340,1166,1814,14.3177777777778,0.487328023171615,0.333333333333333,0.48766328011611,0.714067278287462,4.03111111111111,FALSE,3,9
"Jamaal Magloire",711,316,14907,1781,3730,0,7,1781,3723,1411,2220,1437,3060,4497,393,225,613,1028,1842,4973,20.9662447257384,0.477479892761394,0,0.478377652430835,0.635585585585586,6.9943741209564,FALSE,3,12
"James Donaldson",1098,NA,29979,3473,6146,0,0,3473,6146,2258,3062,2330,6246,8576,894,372,1455,1625,2317,9204,27.3032786885246,0.565082980800521,NA,0.565082980800521,0.737426518615284,8.38251366120219,FALSE,3,14
"Jamie Feick",270,51,5792,474,1118,17,44,457,1074,274,440,709,1230,1939,189,158,122,217,590,1239,21.4518518518519,0.42397137745975,0.386363636363636,0.425512104283054,0.622727272727273,4.58888888888889,FALSE,3,5
"Jarron Collins",570,216,8723,688,1521,0,5,688,1516,738,1056,659,944,1603,421,142,99,341,1345,2114,15.3035087719298,0.452333990795529,0,0.453825857519789,0.698863636363636,3.70877192982456,FALSE,3,10
"Jason Collier",151,65,2178,338,743,7,20,331,723,158,214,175,268,443,51,36,32,120,295,841,14.4238410596026,0.454912516823688,0.35,0.457814661134163,0.738317757009346,5.56953642384106,FALSE,3,5
"Jason Collins",847,512,16530,980,2376,7,35,973,2341,835,1308,1001,1943,2944,659,403,394,671,2335,2802,19.5159386068477,0.412457912457912,0.2,0.415634344297309,0.638379204892966,3.30814639905549,FALSE,3,13
"Jason Maxiell",618,188,11379,1398,2823,0,5,1398,2818,685,1214,1048,1528,2576,266,230,490,487,1197,3481,18.4126213592233,0.495217853347503,0,0.496096522356281,0.564250411861615,5.6326860841424,FALSE,3,10
"Jason Thompson",635,419,15290,2164,4363,11,57,2153,4306,1018,1546,1296,2718,4014,664,295,434,762,1831,5357,24.0787401574803,0.495988998395599,0.192982456140351,0.5,0.658473479948254,8.43622047244095,FALSE,3,8
"Jawann Oldham",335,NA,5286,611,1275,0,3,611,1272,242,401,435,934,1369,163,99,549,366,829,1464,15.7791044776119,0.47921568627451,0,0.480345911949686,0.603491271820449,4.37014925373134,FALSE,3,10
"Jayson Williams",475,158,9805,1360,3092,3,24,1357,3068,749,1236,1587,1997,3584,287,204,301,515,1284,3472,20.6421052631579,0.439844760672704,0.125,0.442307692307692,0.605987055016181,7.30947368421053,FALSE,3,9
"Jeff Ayres",237,15,2322,287,519,2,5,285,514,114,147,196,436,632,99,37,66,132,360,690,9.79746835443038,0.552986512524085,0.4,0.554474708171206,0.775510204081633,2.91139240506329,FALSE,3,6
"Jeff Foster",764,345,15750,1472,2961,7,54,1465,2907,796,1295,2101,3147,5248,703,507,308,613,1921,3747,20.6151832460733,0.497129348193178,0.12962962962963,0.503955968352253,0.614671814671815,4.9044502617801,FALSE,3,13
"Jeff Ruland",332,189,11088,2105,3734,3,19,2102,3715,1550,2159,1082,2296,3378,1002,249,267,1212,1218,5763,33.3975903614458,0.56373861810391,0.157894736842105,0.565814266487214,0.717924965261695,17.3584337349398,FALSE,3,8
"Jeff Wilkins",529,NA,11130,1648,3644,0,10,1648,3634,631,864,671,2175,2846,508,189,267,683,1360,3927,21.0396975425331,0.45225027442371,0,0.453494771601541,0.730324074074074,7.4234404536862,FALSE,3,6
"Jelani McCoy",260,72,3824,510,947,0,0,510,947,180,367,285,636,921,135,75,193,245,521,1200,14.7076923076923,0.538542766631468,NA,0.538542766631468,0.490463215258856,4.61538461538461,FALSE,3,8
"Jeremy Tyler",125,23,1102,166,373,0,1,166,372,63,112,104,185,289,26,24,44,74,174,395,8.816,0.445040214477212,0,0.446236559139785,0.5625,3.16,FALSE,3,3
"Jermaine O'Neal",1079,758,29391,5509,11795,14,96,5495,11699,3182,4430,2117,5577,7694,1491,499,1956,2016,3107,14214,27.2391102873031,0.467062314540059,0.145833333333333,0.469698264808958,0.718284424379232,13.1733086190918,FALSE,3,18
"Jerome James",358,180,4771,650,1339,0,2,650,1337,240,389,393,706,1099,118,92,384,403,989,1540,13.3268156424581,0.485436893203884,0,0.486163051608078,0.616966580976864,4.30167597765363,FALSE,3,9
"Jérôme Moïso",165,4,1512,167,341,0,4,167,337,80,131,136,296,432,39,48,74,111,196,414,9.16363636363636,0.489736070381232,0,0.495548961424332,0.610687022900763,2.50909090909091,FALSE,3,5
"Jim McIlvaine",401,214,5927,423,948,1,10,422,938,225,408,479,764,1243,105,136,691,231,1052,1072,14.7805486284289,0.44620253164557,0.1,0.449893390191898,0.551470588235294,2.67331670822943,FALSE,3,7
"Jim Petersen",491,208,9802,1371,2821,2,28,1369,2793,653,901,766,1588,2354,487,213,363,662,1354,3397,19.9633401221996,0.485997873094647,0.0714285714285714,0.49015395631937,0.724750277469478,6.91853360488798,FALSE,3,8
"Joe Barry Carroll",858,NA,26563,5735,12266,0,17,5735,12249,2722,3634,1954,4382,6336,1474,784,1342,2270,2599,14192,30.9592074592075,0.467552584379586,0,0.468201485835578,0.749036873968079,16.5407925407925,FALSE,3,10
"Joe Kleine",1099,227,16971,2146,4803,15,53,2131,4750,1011,1259,1454,3118,4572,724,311,326,922,2290,5318,15.442220200182,0.446804080782844,0.283018867924528,0.448631578947368,0.803018268467037,4.83894449499545,FALSE,3,15
"Joe Smith",1324,727,33766,5474,12061,33,149,5441,11912,3095,3929,3030,5101,8131,1264,756,1037,1625,3706,14076,25.5030211480363,0.453859547301219,0.221476510067114,0.456766286098052,0.787732247391194,10.631419939577,FALSE,3,16
"Joe Wolf",679,135,10866,1223,2830,18,117,1205,2713,365,475,658,1510,2168,664,279,137,558,1466,2829,16.0029455081001,0.432155477031802,0.153846153846154,0.444157758938445,0.768421052631579,4.16642120765832,FALSE,3,11
"Joel Anthony",523,110,7242,410,808,0,0,410,808,272,413,577,814,1391,101,130,543,230,836,1092,13.8470363288719,0.507425742574257,NA,0.507425742574257,0.658595641646489,2.08795411089866,FALSE,3,10
"Joel Freeland",151,9,1821,209,455,0,2,209,453,59,81,190,328,518,65,32,56,74,255,477,12.0596026490066,0.459340659340659,0,0.461368653421634,0.728395061728395,3.15894039735099,FALSE,3,3
"Joel Przybilla",645,418,12599,939,1718,0,3,939,1715,528,958,1181,2740,3921,276,167,868,621,1736,2406,19.5333333333333,0.546565774155995,0,0.547521865889213,0.551148225469729,3.73023255813954,FALSE,3,13
"Joey Dorsey",145,26,1594,151,286,0,1,151,285,65,172,214,342,556,57,70,46,92,277,367,10.9931034482759,0.527972027972028,0,0.529824561403509,0.377906976744186,2.53103448275862,FALSE,3,4
"Johan Petro",522,161,7821,1049,2290,2,15,1047,2275,264,395,578,1416,1994,243,212,249,402,1265,2364,14.9827586206897,0.458078602620087,0.133333333333333,0.46021978021978,0.668354430379747,4.52873563218391,FALSE,3,8
"John Amaechi",294,93,4811,663,1646,1,13,662,1633,510,760,230,542,772,228,90,94,386,499,1837,16.3639455782313,0.402794653705954,0.0769230769230769,0.40538885486834,0.671052631578947,6.24829931972789,FALSE,3,5
"John Salley",790,234,17197,1934,3837,3,14,1931,3823,1542,2161,1272,2224,3496,970,470,1010,1004,2509,5413,21.7683544303797,0.504039614281991,0.214285714285714,0.505100706251635,0.713558537714021,6.85189873417722,FALSE,3,11
"John Shasky",136,4,1505,176,378,0,2,176,376,165,252,158,221,379,34,29,35,75,179,517,11.0661764705882,0.465608465608466,0,0.468085106382979,0.654761904761905,3.80147058823529,FALSE,3,3
"John Thomas",278,29,2915,284,572,0,2,284,570,158,251,257,301,558,79,94,64,161,498,726,10.4856115107914,0.496503496503497,0,0.498245614035088,0.629482071713147,2.61151079136691,FALSE,3,5
"Jon Brockman",150,10,1570,118,242,0,1,118,241,84,136,212,260,472,49,33,9,57,267,320,10.4666666666667,0.487603305785124,0,0.489626556016597,0.61764705882353,2.13333333333333,FALSE,3,3
"Jon Koncak",784,379,16409,1444,3073,19,84,1425,2989,613,1027,1064,2792,3856,785,542,791,624,2474,3520,20.9298469387755,0.469899121379759,0.226190476190476,0.476748076279692,0.596884128529698,4.48979591836735,FALSE,3,11
"Jordan Hill",495,128,8867,1538,3099,3,27,1535,3072,591,852,1016,1734,2750,358,178,320,487,1038,3670,17.9131313131313,0.496289125524363,0.111111111111111,0.499674479166667,0.693661971830986,7.41414141414141,FALSE,3,8
"Josh Boone",256,88,4482,567,1042,0,0,567,1042,206,463,484,774,1258,125,99,178,169,466,1340,17.5078125,0.544145873320537,NA,0.544145873320537,0.444924406047516,5.234375,FALSE,3,4
"Josh Powell",353,28,4319,541,1229,7,20,534,1209,253,342,355,665,1020,182,54,80,283,552,1342,12.2351274787535,0.440195280716029,0.35,0.441687344913151,0.739766081871345,3.80169971671388,FALSE,3,7
"Justin Hamilton",162,35,2745,362,775,81,260,281,515,127,156,193,351,544,127,93,103,103,247,932,16.9444444444444,0.467096774193548,0.311538461538462,0.545631067961165,0.814102564102564,5.75308641975309,FALSE,3,3
"Juwan Howard",1412,1055,42735,7663,16320,6,55,7657,16265,3647,4774,2772,5916,8688,3082,946,402,2889,4121,18979,30.2655807365439,0.469546568627451,0.109090909090909,0.470765447279434,0.763929618768328,13.4412181303116,FALSE,3,19
"Keith Closs",130,7,1647,201,427,0,4,201,423,100,165,133,239,372,44,28,163,78,167,502,12.6692307692308,0.470725995316159,0,0.475177304964539,0.606060606060606,3.86153846153846,FALSE,3,3
"Kelvin Cato",568,248,10950,1159,2300,1,13,1158,2287,739,1142,904,2040,2944,248,298,697,466,1399,3058,19.2781690140845,0.503913043478261,0.0769230769230769,0.506340183646699,0.647110332749562,5.38380281690141,FALSE,3,10
"Kenyon Martin",757,667,23134,3875,8031,66,282,3809,7749,1509,2398,1312,3847,5159,1439,893,864,1318,2498,9325,30.560105680317,0.482505291993525,0.234042553191489,0.491547296425345,0.629274395329441,12.3183619550859,FALSE,3,15
"Keon Clark",434,68,9691,1428,2878,1,20,1427,2858,665,1051,791,1739,2530,394,216,725,560,1257,3522,22.3294930875576,0.496177901320361,0.05,0.499300209937019,0.632730732635585,8.11520737327189,FALSE,3,6
"Kevin Duckworth",749,528,18337,3346,7143,5,25,3341,7118,1740,2373,1445,2723,4168,627,350,337,1315,2387,8437,24.4819759679573,0.468430631387372,0.2,0.46937341949986,0.733249051833123,11.2643524699599,FALSE,3,11
"Kevin Garnett",1509,1472,51370,10648,21448,175,639,10473,20809,4923,6235,3257,11716,14973,5522,1905,2054,3225,3670,26394,34.0424121935056,0.496456546064901,0.273865414710485,0.503291844874814,0.789574979951885,17.4910536779324,TRUE,3,21
"Kevin Séraphin",423,34,6430,1134,2318,0,7,1134,2311,248,347,502,960,1462,246,88,304,449,903,2516,15.2009456264775,0.489214840379638,0,0.490696668109044,0.714697406340058,5.94799054373522,FALSE,3,7
"Kevin Willis",1644,1036,44717,8197,16989,45,220,8152,16769,3484,4884,4744,9059,13803,1517,1107,879,2930,4856,19923,27.2001216545012,0.482488669138855,0.204545454545455,0.486135130299958,0.713349713349713,12.1186131386861,FALSE,3,21
"Kurt Nimphius",710,287,14755,1957,4005,2,27,1955,3978,973,1427,1115,1999,3114,768,244,855,742,2054,4889,20.7816901408451,0.488639200998752,0.0740740740740741,0.491452991452991,0.681850035038542,6.88591549295775,FALSE,3,8
"Kurt Thomas",1180,698,28744,4031,8290,9,33,4022,8257,1345,1781,2052,5783,7835,1271,780,898,1287,3767,9416,24.3593220338983,0.486248492159228,0.272727272727273,0.487101852973235,0.755193711398091,7.97966101694915,FALSE,3,18
"Kwame Brown",645,296,14102,1590,3230,1,9,1589,3221,1038,1848,1136,2385,3521,599,346,399,822,1467,4219,21.8635658914729,0.492260061919505,0.111111111111111,0.493325054330953,0.561688311688312,6.54108527131783,FALSE,3,12
"Kyrylo Fesenko",135,7,1107,125,252,0,2,125,250,55,134,97,172,269,40,19,53,66,224,305,8.2,0.496031746031746,0,0.5,0.41044776119403,2.25925925925926,FALSE,3,5
"Larry Sanders",238,113,4635,669,1395,0,5,669,1390,182,329,475,870,1345,174,152,429,224,666,1520,19.4747899159664,0.479569892473118,0,0.481294964028777,0.553191489361702,6.38655462184874,FALSE,3,6
"LaSalle Thompson",1087,587,23707,3555,7245,4,27,3551,7218,1761,2362,2354,5087,7441,1222,823,1072,1834,3461,8875,21.8095676172953,0.490683229813665,0.148148148148148,0.491964533111665,0.745554614733277,8.16467341306348,FALSE,3,15
"Lavoy Allen",453,89,7977,962,2058,4,28,958,2030,222,327,834,1320,2154,455,144,247,301,832,2150,17.6092715231788,0.467444120505345,0.142857142857143,0.47192118226601,0.678899082568807,4.74613686534216,FALSE,3,6
"Leon Powe",269,22,3648,549,1071,0,7,549,1064,544,811,404,570,974,85,79,86,201,547,1642,13.5613382899628,0.512605042016807,0,0.515977443609023,0.670776818742293,6.10408921933085,FALSE,3,5
"Lonny Baxter",265,10,3050,395,843,2,8,393,835,214,327,287,494,781,64,65,96,166,503,1006,11.5094339622642,0.468564650059312,0.25,0.470658682634731,0.654434250764526,3.79622641509434,FALSE,3,4
"Loren Meyer",194,87,2752,368,846,12,30,356,816,163,232,224,401,625,96,42,65,195,496,911,14.1855670103093,0.434988179669031,0.4,0.436274509803922,0.702586206896552,4.69587628865979,FALSE,3,3
"Loren Woods",215,47,2428,208,496,1,7,207,489,138,215,263,419,682,74,55,128,138,278,555,11.293023255814,0.419354838709677,0.142857142857143,0.423312883435583,0.641860465116279,2.58139534883721,FALSE,3,6
"Lorenzen Wright",796,448,18696,2562,5594,2,29,2560,5565,1080,1676,1696,3285,4981,626,474,575,881,2307,6206,23.4874371859296,0.457990704326064,0.0689655172413793,0.460017969451932,0.644391408114558,7.7964824120603,FALSE,3,13
"Lorenzo Williams",318,184,6430,404,867,0,3,404,864,95,250,805,1070,1875,277,157,413,266,853,903,20.2201257861635,0.465974625144175,0,0.467592592592593,0.38,2.83962264150943,FALSE,3,7
"Luc Longley",643,408,13508,1904,4112,0,6,1904,4106,810,1072,1001,2226,3227,945,323,628,1061,1946,4618,21.0077760497667,0.463035019455253,0,0.463711641500244,0.755597014925373,7.18195956454121,FALSE,3,10
"Maciej Lampe",107,0,1040,145,374,4,12,141,362,40,61,65,175,240,35,13,17,55,134,334,9.7196261682243,0.387700534759358,0.333333333333333,0.389502762430939,0.655737704918033,3.1214953271028,FALSE,3,3
"Manute Bol",638,133,11814,669,1654,43,208,626,1446,226,403,599,2066,2665,172,128,2102,456,1470,1607,18.5172413793103,0.40447400241838,0.206730769230769,0.432918395573997,0.560794044665012,2.51880877742947,FALSE,3,10
"Marc Jackson",490,116,9094,1428,3213,8,34,1420,3179,975,1198,764,1236,2000,369,171,116,562,970,3839,18.5591836734694,0.444444444444444,0.235294117647059,0.446681346335326,0.813856427378965,7.83469387755102,FALSE,3,7
"Marcus Camby",1106,913,32350,4133,8865,22,100,4111,8765,1817,2737,3017,7897,10914,2130,1112,2562,1510,2974,10105,29.249547920434,0.466215454032713,0.22,0.469024529378209,0.663865546218487,9.13652802893309,FALSE,3,17
"Mark Acres",393,75,6251,540,1065,8,15,532,1050,319,479,607,985,1592,185,140,110,248,966,1407,15.9058524173028,0.507042253521127,0.533333333333333,0.506666666666667,0.665970772442589,3.58015267175573,FALSE,3,6
"Mark Blount",767,479,17624,2543,5092,37,103,2506,4989,1133,1556,1102,2355,3457,668,409,652,1230,1995,6256,22.9778357235984,0.499410840534171,0.359223300970874,0.502305071156544,0.728149100257069,8.15645371577575,FALSE,3,9
"Mark Bryant",813,198,13579,1744,3500,1,12,1743,3488,837,1200,1128,1884,3012,495,331,196,668,2036,4326,16.7023370233702,0.498285714285714,0.0833333333333333,0.499713302752294,0.6975,5.3210332103321,FALSE,3,15
"Mark Eaton",875,815,25169,2072,4526,0,2,2072,4524,1072,1653,1857,5082,6939,840,368,3064,1293,2955,5216,28.7645714285714,0.457799381352187,0,0.458001768346596,0.648517846339988,5.96114285714286,FALSE,3,11
"Mark Madsen",453,70,5335,381,834,1,16,380,818,212,402,559,598,1157,181,116,102,206,866,975,11.7770419426049,0.456834532374101,0.0625,0.464547677261614,0.527363184079602,2.1523178807947,FALSE,3,9
"Mark McNamara",323,25,2980,402,783,0,0,402,783,288,529,376,525,901,83,42,47,242,401,1092,9.22600619195046,0.513409961685824,NA,0.513409961685824,0.544423440453686,3.38080495356037,FALSE,3,8
"Mark West",1239,614,23199,2950,5123,0,6,2950,5117,1416,2489,2040,4081,6121,517,386,1599,1440,3598,7316,18.7239709443099,0.575834471989069,0,0.576509673636897,0.568903173965448,5.9047619047619,FALSE,3,17
"Marty Conlon",409,38,6895,1062,2107,15,77,1047,2030,548,740,551,898,1449,412,157,81,446,753,2687,16.8581907090465,0.504034171808258,0.194805194805195,0.51576354679803,0.74054054054054,6.56968215158924,FALSE,3,9
"Matt Bonner",792,112,13356,1749,3768,797,1923,952,1845,337,432,622,1749,2371,552,285,213,299,1307,4632,16.8636363636364,0.464171974522293,0.414456578263131,0.515989159891599,0.780092592592593,5.84848484848485,FALSE,3,12
"Matt Geiger",552,214,12221,2039,4083,16,69,2023,4014,965,1325,1152,2006,3158,388,306,347,744,1629,5059,22.1394927536232,0.499387705118785,0.231884057971014,0.503986048829098,0.728301886792453,9.16485507246377,FALSE,3,10
"Maurice Taylor",599,243,14660,2674,5744,8,42,2666,5702,1005,1427,858,1851,2709,690,273,279,1067,1783,6361,24.4741235392321,0.465529247910864,0.19047619047619,0.467555243774114,0.70427470217239,10.6193656093489,FALSE,3,9
"Mehmet Okur",634,460,18429,3028,6615,596,1590,2432,5025,1909,2396,1261,3175,4436,1089,329,453,991,1815,8561,29.0678233438486,0.457747543461829,0.374842767295597,0.483980099502488,0.796744574290484,13.5031545741325,FALSE,3,10
"Melvin Ely",405,55,6314,812,1782,0,3,812,1779,457,729,463,805,1268,279,105,217,420,816,2081,15.5901234567901,0.455667789001122,0,0.456436200112423,0.626886145404664,5.13827160493827,FALSE,3,9
"Melvin Turpin",361,127,6871,1297,2513,1,9,1296,2504,476,613,575,1080,1655,183,155,348,431,853,3071,19.0332409972299,0.516116195781934,0.111111111111111,0.517571884984026,0.776508972267537,8.50692520775623,FALSE,3,5
"Michael Bradley",207,14,2233,240,496,2,15,238,481,49,98,237,405,642,99,29,49,125,226,531,10.7874396135266,0.483870967741935,0.133333333333333,0.494802494802495,0.5,2.56521739130435,FALSE,3,5
"Michael Cage",1140,733,29716,3317,6445,0,25,3317,6420,1644,2476,3227,5419,8646,1057,1050,725,1161,2581,8278,26.0666666666667,0.51466252909232,0,0.516666666666667,0.663974151857835,7.26140350877193,FALSE,3,15
"Michael Doleac",659,84,9818,1386,3160,1,8,1385,3152,434,544,670,1550,2220,387,223,245,424,1457,3207,14.8983308042489,0.438607594936709,0.125,0.439403553299492,0.797794117647059,4.86646433990895,FALSE,3,10
"Michael Olowokandi",548,417,14048,1895,4349,0,0,1895,4349,583,983,1001,2633,3634,350,248,730,953,1640,4373,25.6350364963504,0.435732352264888,NA,0.435732352264888,0.593082400813835,7.97992700729927,FALSE,3,9
"Michael Ruffin",414,58,5966,258,634,0,3,258,631,200,436,729,903,1632,250,199,193,273,942,716,14.4106280193237,0.406940063091483,0,0.408874801901743,0.458715596330275,1.72946859903382,FALSE,3,9
